Date_Time_1,subjectsID,Group,Energy_Balance,actual_allmeters,actual_allmeters_cumsum,actual_foodupa,actual_pedmeters,actual_pedmeters_cumsum,actual_waterupa,bodymass,kcal_hr,locomotor_activity,rq,vco2,vh2o,vo2,xbreak,ybreak
2021-07-28 21:00:00,6,Group_3,-0.4642062666666666,8.767183333333335,35.37195466666667,0.0,7.143373333333334,27.701362666666668,0.0193265,24.09287,0.4642062666666666,739.6666666666666,0.7301734,71.681202,15.265762,97.67238,233.33333333333331,506.3333333333333
2021-07-28 21:00:00,7,Control,-0.1169092813333334,0.974026666666667,8.822740666666666,0.8874905559999995,0.734743333333333,6.492630666666666,0.0595586999999999,24.624536666666668,0.4127394666666666,140.0,0.9371537333333334,77.71686000000001,9.771426,82.91924,41.333333333333336,98.66666666666669
2021-07-28 21:00:00,8,Group_3,-0.3960281333333333,7.065310000000001,29.322486,0.0,6.216020000000003,25.529634,0.0307014,22.420716666666667,0.3960281333333333,648.6666666666666,0.7243906666666667,60.320358,9.912848,83.56098,252.0,396.6666666666667
2021-07-28 21:00:00,9,Group_2,-0.3778214666666666,1.2030000000000003,18.93950733333333,0.0,0.8623866666666657,14.369970666666664,0.0020922999999999,25.090866666666667,0.3778214666666666,309.6666666666667,0.8491546333333333,65.70536,11.974026,77.42994,169.0,140.66666666666666
2021-07-28 22:00:00,1,Control,-0.1056931333333333,2.9637533333333343,19.424852266666665,1.115526,2.2967533333333328,14.540698066666666,0.0722306999999999,25.473046666666665,0.4775351333333333,306.6666666666667,0.8956370333333333,86.74219999999998,8.825424,96.82778,157.0,149.66666666666666
2021-07-28 22:00:00,10,Control,0.3820098866666667,5.162323333333334,14.497719333333333,2.71087236,3.958533333333333,11.334308666666669,0.448134,23.26527,0.5216142333333333,624.0,0.9740241,101.20292,9.60706,103.95428,209.33333333333331,414.6666666666667
2021-07-28 22:00:00,11,Group_3,-0.3994668192,6.447520000000002,21.041532,0.0204434423999999,5.494503333333334,18.289186666666662,0.1073723019999999,20.827766666666665,0.4062813,575.0,0.7899011333333333,66.42238,8.099334,84.45018,267.3333333333333,307.6666666666667
2021-07-28 22:00:00,12,Group_2,-0.3966123666666667,6.279769999999999,44.68805333333333,0.0,5.075436666666666,39.48853666666667,0.1988604,22.98984333333333,0.3966123666666667,619.3333333333334,0.7820577666666666,64.83492,8.708786000000002,82.44226,193.66666666666663,425.6666666666667
2021-07-28 22:00:00,13,Control,-0.0485406533333333,2.2638666666666665,13.298824,1.30612484,1.7329866666666665,10.543414666666669,0.279863,26.245456666666666,0.4839156,294.0,0.9412046666666668,91.36809999999998,9.768848,97.14856,0.0,294.0
2021-07-28 22:00:00,14,Group_3,-0.5158389333333333,8.194586666666666,31.5323,0.0,6.911806666666668,27.46820333333333,0.2043852,23.634996666666662,0.5158389333333333,820.0,0.7527444333333334,80.99738,13.30286,108.1593,361.3333333333333,458.6666666666667
2021-07-28 22:00:00,15,Group_3,-0.4452430346666666,4.699773333333336,36.97359533333333,0.003547896,3.825740000000001,30.426234666666662,0.4333336,25.44821,0.4464256666666666,610.0,0.778361,72.784762,12.302906,92.850974,166.33333333333334,443.6666666666667
